"index","word","female","i_pronoun","exclude","coef","ME","nFemale","nMale","coef_pronoun","ME_pronoun","nFemale_pronoun","nMale_pronoun","linear_coef"
7607,"stakes",NA,NA,NA,0,0,11,70,0,0,6,40,0
7608,"integral",NA,NA,NA,0,0,10,63,0,0,6,35,0
7609,"sticking",NA,NA,NA,0,0,42,119,0,0,25,68,0
7610,"bye",NA,NA,NA,-0.03382357,-0.004954815,33,79,0,0,25,30,0
7611,"descriptive",NA,NA,NA,0,0,11,88,0,0,8,35,0
7612,"absorb",NA,NA,NA,0,0,9,69,0,0,4,30,0
7613,"beg",NA,NA,NA,0,0,52,121,0,0,32,72,0
7614,"rookie",NA,NA,NA,0,0,15,120,0,0,8,62,0
7615,"sth",NA,NA,NA,-0.096684193,-0.014163268,19,114,-0.184104029,-0.02977551,15,66,0
7616,"betas",NA,NA,NA,0.573924266,0.084074166,83,96,0.00666842,0.001078497,20,33,0
7617,"sand",NA,NA,NA,0,0,29,80,0,0,14,51,0
7618,"rat",NA,NA,NA,-0.234167476,-0.034303194,36,118,-0.043559738,-0.007045003,22,63,0
7619,"bla",NA,NA,NA,0,0,12,44,0,0,6,23,0
7620,"exaggerated",NA,NA,NA,0,0,25,84,0,0,13,50,0
7621,"stare",NA,NA,NA,0,0,73,115,-0.131292606,-0.021234214,34,75,0
7622,"continuously",NA,NA,NA,0,0,26,87,0,0,13,40,0
7623,"wholly",NA,NA,NA,0,0,10,62,0,0,3,47,0
7624,"toll",NA,NA,NA,-0.110571231,-0.01619758,25,70,0,0,12,44,0
7625,"rightly",NA,NA,NA,0,0,16,124,0,0,11,82,0
7626,"museums",NA,NA,NA,0.032303005,0.004732067,25,38,0,0,13,16,0
7627,"surpluses",NA,NA,NA,0,0,2,37,0,0,1,13,0
7628,"electronics",NA,NA,NA,0,0,11,60,0,0,6,31,0
7629,"steeper",NA,NA,NA,0,0,5,54,0,0,1,12,0
7630,"prosperous",NA,NA,NA,0,0,7,59,0,0,3,35,0
7631,"wright",NA,NA,1,NA,NA,5,172,NA,NA,2,72,NA
7632,"intuitively",NA,NA,NA,0,0,7,57,0,0,6,23,0
7633,"publishable",NA,NA,NA,0,0,2,79,0,0,1,48,0
7634,"avenue",NA,NA,NA,0,0,20,84,0,0,18,46,0
7635,"harrible",NA,NA,NA,0,0,49,104,0.28628858,0.04630202,31,48,0
7636,"khan",NA,NA,1,NA,NA,25,149,NA,NA,10,86,NA
7637,"bridges",NA,NA,NA,0,0,11,77,0,0,7,49,0
7638,"iranian",NA,NA,NA,0.187895338,0.027524788,53,148,0,0,9,107,0
7639,"savage",NA,NA,NA,0,0,20,141,0,0,10,77,0
7640,"mock",NA,NA,NA,-0.349453112,-0.051191387,22,155,0,0,19,88,0
7641,"uvlrm",NA,NA,NA,-0.184856599,-0.027079643,22,161,0,0,7,62,0
7642,"refusing",NA,NA,NA,0,0,30,103,0,0,20,79,0
7643,"homosexual",NA,NA,NA,-0.82587155,-0.120981924,33,169,-0.387921681,-0.062739343,14,78,0
7644,"rebels",NA,NA,NA,0,0,9,74,0,0,8,55,0
7645,"trace",NA,NA,NA,0,0,14,82,0,0,10,41,0
7646,"cl",NA,NA,NA,0.75345463,0.11037357,27,84,0,0,13,44,0
7647,"impulse",NA,NA,NA,0,0,13,58,0,0,4,26,0
7648,"inadequate",NA,NA,NA,0,0,24,80,0,0,14,42,0
7649,"predictor",NA,NA,NA,0,0,21,66,0,0,8,25,0
7650,"sunk",NA,NA,NA,0,0,24,82,0,0,18,43,0
7651,"tricky",NA,NA,NA,0,0,23,78,0,0,14,49,0
7652,"reallocation",NA,NA,NA,0,0,1,42,0,0,0,3,0
7653,"differs",NA,NA,NA,0,0,10,87,0,0,3,36,0
7654,"beneficiaries",NA,NA,NA,0,0,8,49,0,0,1,17,0
7655,"gambling",NA,NA,NA,0,0,17,89,0,0,7,53,0
7656,"powerpoint",NA,NA,NA,0,0,7,65,0,0,6,38,0
7657,"theater",NA,NA,NA,0,0,28,87,0,0,20,51,0
7658,"dressing",NA,NA,NA,0.13976669,0.020474423,71,66,0.118660829,0.019191251,30,31,0
7659,"copenhagen",NA,NA,NA,0,0,9,32,0,0,2,6,0
7660,"schemes",NA,NA,NA,0,0,9,79,0,0,4,38,0
7661,"upcoming",NA,NA,NA,0,0,25,129,0,0,23,70,0
7662,"sells",NA,NA,NA,0,0,22,124,0,0,15,75,0
7663,"omega",NA,NA,NA,-0.169355117,-0.024808831,6,48,0,0,1,22,0
7664,"ships",NA,NA,NA,0,0,17,58,0,0,8,40,0
7665,"kings",NA,NA,1,NA,NA,17,125,NA,NA,13,56,NA
7666,"boots",NA,NA,NA,0.1601565,0.023461326,52,93,0,0,20,53,0
7667,"recognizing",NA,NA,NA,0,0,15,86,0,0,9,43,0
7668,"governing",NA,NA,NA,0,0,11,72,0,0,9,39,0
7669,"reception",NA,NA,NA,0,0,21,92,-0.058245926,-0.009420229,12,55,0
7670,"communists",NA,NA,NA,-0.069767638,-0.010220261,15,101,0,0,7,67,0
7671,"testosterone",NA,NA,NA,-1.333449356,-0.195336998,51,102,-1.263206704,-0.204300927,15,31,-0.126799961
7672,"festival",NA,NA,NA,0,0,20,55,0,0,12,31,0
7673,"inflated",NA,NA,NA,0,0,23,87,0,0,13,47,0
7674,"notch",NA,NA,NA,-0.053353767,-0.007815793,15,102,0,0,21,42,0
7675,"coupled",NA,NA,NA,0,0,18,65,0,0,9,25,0
7676,"holocaust",NA,NA,NA,0.123032024,0.018022961,23,84,0,0,9,40,0
7677,"gently",NA,NA,NA,0.400170526,0.058620981,70,65,0.450238636,0.072817988,59,49,0
7678,"slip",NA,NA,NA,0.460825244,0.067506291,58,82,0,0,43,52,0
7679,"detect",NA,NA,NA,0,0,20,75,0,0,12,41,0
7680,"greedy",NA,NA,NA,0,0,18,99,0,0,14,63,0
7681,"suicidal",NA,NA,NA,0,0,41,92,0,0,24,50,0
7682,"dunno",NA,NA,NA,-0.021245648,-0.003112275,85,242,0,0,44,97,0
7683,"nw",NA,NA,NA,0,0,10,82,0.407404383,0.065890319,12,32,0
7684,"glorious",NA,NA,NA,0,0,22,103,-0.101020949,-0.016338319,10,58,0
7685,"ex-post",NA,NA,NA,0,0,7,73,0,0,7,37,0
7686,"skepticism",NA,NA,NA,0,0,14,73,0,0,8,49,0
7687,"therapist",NA,NA,NA,0.547489657,0.08020176,85,56,0.226988751,0.036711341,62,31,0
7688,"sour",NA,NA,NA,0,0,34,77,0,0,21,49,0
7689,"manages",NA,NA,NA,-0.244773271,-0.035856837,19,149,-0.191284839,-0.030936877,12,108,0
7690,"motive",NA,NA,NA,0,0,14,95,0,0,9,58,0
7691,"abs",NA,NA,NA,0,0,37,71,0,0,13,34,0
7692,"anticipated",NA,NA,NA,0,0,14,69,0,0,7,35,0
7693,"outs",NA,NA,NA,-0.386825894,-0.056666126,15,108,-0.141904276,-0.02295046,8,66,0
7694,"toy",NA,NA,NA,-0.063652795,-0.009324498,41,136,0,0,28,72,0
7695,"suburban",NA,NA,NA,0,0,38,62,0,0,6,38,0
7696,"_0",NA,NA,NA,0,0,1,11,0,0,0,5,0
7697,"negotiating",NA,NA,NA,0,0,15,92,0,0,4,62,0
7698,"anti",NA,NA,NA,-0.134957026,-0.019769855,43,191,0,0,20,101,0
7699,"jeem",NA,NA,NA,-0.362338962,-0.053079035,0,45,0,0,0,13,0
7700,"\xe2\x88\x92",NA,NA,NA,0,0,3,15,0,0,1,6,0
7701,"makeup",NA,NA,NA,1.085680157,0.159041288,174,66,0.686659545,0.111054811,86,47,0.064956515
7702,"otoh",NA,NA,NA,0,0,15,81,0,0,7,53,0
7703,"catholics",NA,NA,NA,0,0,19,113,0,0,4,71,0
7704,"marxism",NA,NA,NA,0,0,13,148,0,0,8,83,0
7705,"establishing",NA,NA,NA,0,0,11,85,0,0,6,57,0
7706,"secretly",NA,NA,NA,0.114121109,0.016717601,99,153,0,0,54,113,0
7707,"uninsured",NA,NA,NA,0,0,6,45,0,0,2,10,0
7708,"tobacco",NA,NA,NA,0,0,12,45,0,0,5,17,0
7709,"rubin",0,0,1,NA,NA,2,169,NA,NA,5,40,NA
7710,"programmers",NA,NA,NA,0,0,13,64,0,0,1,21,0
7711,"swing",NA,NA,NA,0,0,37,111,0.170550062,0.0275834,28,75,0
7712,"struggles",NA,NA,NA,0,0,34,96,0,0,22,62,0
7713,"collaborate",NA,NA,NA,0,0,13,65,0,0,7,45,0
7714,"waited",NA,NA,NA,0,0,66,166,0,0,49,122,0
7715,"30,000",NA,NA,NA,0,0,13,58,0,0,13,28,0
7716,"testable",NA,NA,NA,0,0,1,79,0,0,1,33,0
7717,"founding",NA,NA,NA,-1.090968429,-0.159815967,6,186,0,0,3,74,0
7718,"robin",NA,NA,1,NA,NA,29,199,NA,NA,22,96,NA
7719,"possess",NA,NA,NA,0,0,12,60,0,0,3,37,0
7720,"births",NA,NA,NA,0.132311194,0.019382267,35,24,0,0,5,6,0
7721,"backing",NA,NA,NA,0,0,16,116,0,0,17,73,0
7722,"evolve",NA,NA,NA,-0.252168609,-0.03694018,6,73,0,0,3,31,0
7723,"phd's",NA,NA,NA,0,0,16,82,0,0,4,31,0
7724,"midterm",NA,NA,NA,0,0,36,139,0,0,25,91,0
7725,"anticipate",NA,NA,NA,0,0,11,68,0,0,10,40,0
7726,"builds",NA,NA,NA,0,0,16,110,0,0,14,65,0
7727,"projected",NA,NA,NA,0,0,7,53,0,0,2,25,0
7728,"processor",NA,NA,NA,0,0,10,44,0,0,3,15,0
7729,"offspring",NA,NA,NA,0.06142594,0.008998286,61,79,0,0,23,44,0
7730,"emphasized",NA,NA,NA,0,0,11,72,0,0,11,45,0
7731,"physician",NA,NA,NA,0,0,29,69,0,0,14,42,0
7732,"_1",NA,NA,NA,0,0,1,11,0,0,0,5,0
7733,"rutgers",NA,NA,NA,0,0,15,102,0.331424556,0.053601951,14,50,0
7734,"counseling",NA,NA,NA,0.564114023,0.082637064,56,54,0.112683916,0.018224593,39,36,0
7735,"toilets",NA,NA,NA,0,0,31,60,0,0,12,32,0
7736,"yelling",NA,NA,NA,-0.251360641,-0.036821821,36,136,-0.043126988,-0.006975013,25,101,0
7737,"expressions",NA,NA,NA,0,0,16,56,0,0,12,30,0
7738,"hike",NA,NA,NA,0,0,16,69,0,0,7,35,0
7739,"arbitrarily",NA,NA,NA,0,0,7,63,0,0,2,35,0
7740,"neoliberal",NA,NA,NA,0,0,9,93,0,0,5,52,0
7741,"knocked",NA,NA,NA,0,0,57,107,-0.035270952,-0.005704441,29,93,0
7742,"clearer",NA,NA,NA,0,0,19,81,0.003145415,0.000508714,17,48,0
7743,"tweets",NA,NA,NA,-0.4365345,-0.063947939,28,214,-0.237720049,-0.038446935,23,153,0
7744,"concludes",NA,NA,NA,0,0,12,87,0,0,7,52,0
7745,"costa",NA,NA,NA,0,0,17,93,0,0,8,36,0
7746,"dakota",NA,NA,NA,0,0,13,46,0,0,9,25,0
7747,"listened",NA,NA,NA,-0.088797283,-0.013007914,40,169,0,0,29,117,0
7748,"18,",NA,NA,NA,0,0,30,84,0,0,20,46,0
7749,"printed",NA,NA,NA,0,0,18,88,0,0,11,48,0
7750,"bearing",NA,NA,NA,0,0,21,84,0,0,9,58,0
7751,"outsider",NA,NA,NA,-0.202994061,-0.0297366,18,115,0,0,10,76,0
7752,"studio",NA,NA,NA,-0.21484844,-0.031473148,31,90,0,0,17,50,0
7753,"triggered",NA,NA,NA,0,0,29,104,0,0,19,60,0
7754,"\xe2\x96\x91",NA,NA,NA,-0.02621141,-0.003839709,0,10,0.006132459,0.000991815,1,0,0.002819338
7755,"reimbursement",NA,NA,NA,0,0,3,30,0,0,1,9,0
7756,"gaza",NA,NA,NA,0,0,12,63,0,0,5,39,0
7757,"whiny",NA,NA,NA,0.837768099,0.12272465,99,118,0,0,23,75,0
7758,"laughable",NA,NA,NA,0,0,25,127,0,0,14,67,0
7759,"deliberate",NA,NA,NA,0,0,28,66,0,0,13,46,0
7760,"cleveland",NA,NA,NA,-0.02357564,-0.003453596,11,115,0,0,9,67,0
7761,"stanley",NA,NA,NA,0,0,10,115,0,0,7,60,0
7762,"payoffs",NA,NA,NA,0,0,6,54,0,0,4,24,0
7763,"polisci",NA,NA,NA,-0.651980175,-0.095508577,29,290,0,0,19,102,0
7764,"dumber",NA,NA,NA,0,0,40,147,0,0,16,73,0
7765,"cousin",NA,NA,NA,0,0,79,168,-0.042738477,-0.006912179,56,128,0
7766,"jcf",NA,NA,NA,0,0,1,25,0,0,0,10,0
7767,"rumor",NA,NA,NA,0,0,55,324,0,0,41,191,0
7768,"outrageous",NA,NA,NA,0,0,27,137,0,0,19,92,0
7769,"shrinking",NA,NA,NA,0,0,16,64,0,0,4,23,0
7770,"electrical",NA,NA,NA,0,0,18,78,0,0,8,51,0
7771,"witnesses",NA,NA,NA,0,0,17,83,0,0,16,64,0
7772,"newton",NA,NA,1,NA,NA,6,153,NA,NA,1,82,NA
7773,"vp",NA,NA,NA,0,0,55,204,0.072961474,0.011800204,45,142,0
7774,"hoc",NA,NA,NA,0,0,7,83,0,0,7,45,0
7775,"diplomatic",NA,NA,NA,0,0,18,91,0.348631638,0.056384887,16,55,0
7776,"catching",NA,NA,NA,0,0,21,87,0,0,18,39,0
7777,"e-mails",NA,NA,NA,0.097859767,0.014335477,43,100,0,0,26,78,0
7778,"throws",NA,NA,NA,0,0,25,119,-0.306079972,-0.049502921,14,92,0
7779,"realise",NA,NA,NA,0,0,40,135,0,0,31,67,0
7780,"thaler",0,0,1,NA,NA,2,360,NA,NA,5,89,NA
7781,"allowance",NA,NA,NA,0,0,22,47,0,0,14,22,0
7782,"jumps",NA,NA,NA,-0.65621669,-0.096129184,12,97,-0.115010668,-0.018600904,11,58,0
7783,"ancestry",NA,NA,NA,0,0,25,100,0,0,14,43,0
7784,"prop",NA,NA,NA,-0.082270492,-0.012051804,9,85,0,0,4,41,0
7785,"extending",NA,NA,NA,0,0,13,85,0,0,8,39,0
7786,"poetry",NA,NA,NA,0,0,24,75,0,0,12,35,0
7787,"insecurity",NA,NA,NA,0.207909815,0.030456709,65,97,0.42118048,0.068118355,50,48,0
7788,"barbara",NA,NA,NA,0.10058415,0.014734572,27,92,0.359605311,0.058159681,15,31,0
7789,"terminology",NA,NA,NA,0,0,9,85,0,0,4,48,0
7790,"\xc3\xa0",NA,NA,NA,0,0,6,84,0,0,4,22,0
7791,"belly",NA,NA,NA,-0.319763245,-0.046842118,63,96,-0.326584234,-0.052819116,29,54,0
7792,"posed",NA,NA,NA,0,0,15,104,0,0,11,76,0
7793,"licensing",NA,NA,NA,0,0,6,44,0,0,4,24,0
7794,"rap",NA,NA,NA,-0.392850473,-0.057548666,20,158,0,0,16,76,0
7795,"separated",NA,NA,NA,0,0,39,70,0,0,24,48,0
7796,"5,000",NA,NA,NA,0,0,11,61,0,0,7,39,0
7797,"revelation",NA,NA,NA,0,0,12,89,0,0,8,57,0
7798,"bogus",NA,NA,NA,0,0,19,107,0,0,13,54,0
7799,"pump",NA,NA,NA,0,0,46,77,0,0,21,39,0
7800,"del",NA,NA,NA,0.167546645,0.024543908,25,89,0.712999059,0.115314753,19,31,0
7801,"seminal",NA,NA,NA,0,0,11,171,-0.096483628,-0.015604489,5,89,0
7802,"privileges",NA,NA,NA,0,0,18,83,0,0,7,51,0
7803,"carlo",NA,NA,NA,0,0,5,64,0,0,2,9,0
7804,"jeff",0,0,1,NA,NA,5,482,NA,NA,9,128,NA
7805,"probation",NA,NA,NA,-0.237621227,-0.034809134,6,66,0,0,17,39,0
7806,"attracting",NA,NA,NA,1.007420317,0.147577004,40,50,0.067806378,0.01096646,13,24,0
7807,"co2",NA,NA,NA,0,0,1,32,0,0,2,12,0
7808,"robot",NA,NA,NA,0.016334005,0.002392768,46,139,-0.027881459,-0.004509324,21,83,0
7809,"averages",NA,NA,NA,0,0,9,69,0,0,4,33,0
7810,"automated",NA,NA,NA,0,0,8,62,0,0,7,22,0
7811,"schmidt",NA,NA,1,NA,NA,1,67,NA,NA,0,25,NA
7812,"presume",NA,NA,NA,0,0,22,79,0,0,14,49,0
7813,"rail",NA,NA,NA,0.057679491,0.008449469,12,50,0.401120657,0.06487404,8,27,0
7814,"paragraphs",NA,NA,NA,0,0,9,94,-0.085628156,-0.013848812,7,62,0
7815,"cameron",NA,NA,1,NA,NA,19,236,NA,NA,17,110,NA
7816,"whore",NA,NA,NA,1.416716169,0.207534753,239,148,0.988184775,0.159821085,123,112,0.125856982
7817,";-)",NA,NA,NA,0.409278516,0.05995521,102,201,0,0,22,56,0
7818,"tracking",NA,NA,NA,-0.089322983,-0.013084924,12,91,0,0,10,48,0
7819,"werning",0,0,1,NA,NA,1,445,NA,NA,0,103,NA
7820,"brady",0,0,1,NA,NA,11,521,NA,NA,8,141,NA
7821,"instructions",NA,NA,NA,0,0,16,84,0,0,12,51,0
7822,"unlimited",NA,NA,NA,0,0,15,70,0,0,5,44,0
7823,"shoe",NA,NA,NA,0.132411374,0.019396942,53,90,0,0,31,53,0
7824,"modified",NA,NA,NA,0,0,13,66,0,0,6,31,0
7825,"residual",NA,NA,NA,0,0,11,62,0,0,6,22,0
7826,"charlie",0,0,1,NA,NA,9,332,NA,NA,12,71,NA
7827,"knees",NA,NA,NA,0,0,59,140,0,0,45,98,0
7828,"branches",NA,NA,NA,0,0,5,75,0,0,4,41,0
7829,"quicker",NA,NA,NA,0,0,15,78,0,0,9,40,0
7830,"cheer",NA,NA,NA,-0.134863771,-0.019756194,37,166,0,0,23,66,0
7831,"rats",NA,NA,NA,0,0,10,60,0,0,4,26,0
7832,"custom",NA,NA,NA,0,0,19,69,0,0,11,39,0
7833,"irresponsible",NA,NA,NA,0,0,28,85,0,0,13,58,0
7834,"meets",NA,NA,NA,0,0,58,139,-0.283526546,-0.045855311,31,96,0
7835,"frat",NA,NA,NA,-1.055345835,-0.154597613,59,290,0,0,38,64,0
7836,"correspondence",NA,NA,NA,0,0,11,75,0,0,12,44,0
7837,"bootstrap",NA,NA,NA,0,0,8,40,0,0,1,12,0
7838,"col",NA,NA,NA,0,0,6,41,0,0,2,20,0
7839,"nexus",NA,NA,NA,0,0,7,44,0,0,1,13,0
7840,"unbelievable",NA,NA,NA,0,0,38,155,0,0,23,96,0
7841,"1.2",NA,NA,NA,0,0,7,54,0,0,3,28,0
7842,"selecting",NA,NA,NA,0,0,21,85,0,0,9,43,0
7843,"prostitute",NA,NA,NA,0.296848923,0.043485399,114,110,0.527420698,0.085300796,69,72,0
7844,"thirty",NA,NA,NA,0,0,34,115,0,0,22,66,0
7845,"meditation",NA,NA,NA,0,0,16,45,0,0,10,20,0
7846,"separation",NA,NA,NA,0.196066561,0.028721791,31,67,0,0,14,29,0
7847,"nick",0,0,1,NA,NA,8,373,NA,NA,8,99,NA
7848,"penalties",NA,NA,NA,0,0,14,73,0,0,7,47,0
7849,"monster",NA,NA,NA,-0.122217387,-0.017903625,47,151,0,0,31,95,0
7850,"casually",NA,NA,NA,0,0,79,90,0,0,56,72,0
7851,"collectively",NA,NA,NA,0,0,16,66,0,0,11,31,0
7852,"immune",NA,NA,NA,0,0,13,65,0.065648513,0.010617464,10,28,0
7853,"mysterious",NA,NA,NA,0,0,26,101,0,0,19,73,0
7854,"varied",NA,NA,NA,0,0,14,57,0,0,5,23,0
7855,"poors",NA,NA,NA,0,0,15,64,0,0,6,29,0
7856,"earners",NA,NA,NA,0,0,11,63,0,0,4,27,0
7857,"penny",NA,NA,NA,0,0,33,94,0,0,21,57,0
7858,"diagnosed",NA,NA,NA,0.159954075,0.023431673,52,80,0,0,34,58,0
7859,"gorgeous",NA,NA,NA,1.308176093,0.191634717,213,78,1.241936001,0.200860774,110,41,0.036493701
7860,"cherished",NA,NA,NA,0,0,2,28,0,0,2,19,0
7861,"jerks",NA,NA,NA,-0.041937114,-0.006143368,39,89,0,0,14,49,0
7862,"eventual",NA,NA,NA,0,0,13,69,0,0,9,38,0
7863,"iraqi",NA,NA,NA,0,0,11,69,0,0,2,46,0
7864,"broadcast",NA,NA,NA,0,0,20,75,0,0,14,57,0
7865,"inferiority",NA,NA,NA,-0.061659308,-0.009032472,21,95,0,0,7,42,0
7866,"danish",NA,NA,NA,0,0,33,77,0.28584751,0.046230685,16,24,0
7867,"dec",NA,NA,NA,-0.140198672,-0.020537704,8,100,0,0,9,52,0
7868,"thinkers",NA,NA,NA,0,0,13,133,0,0,8,75,0
7869,"payroll",NA,NA,NA,0,0,6,74,0,0,6,37,0
7870,"sjw",NA,NA,NA,0.361698311,0.052985186,62,126,0,0,29,67,0
7871,"accidents",NA,NA,NA,0,0,12,40,0,0,5,18,0
7872,"drank",NA,NA,NA,0,0,67,104,-0.093607704,-0.01513936,34,77,0
7873,"legend",NA,NA,NA,-0.594814217,-0.087134335,22,187,-0.766515693,-0.123970104,13,117,0
7874,"tangible",NA,NA,NA,0,0,14,52,0,0,6,29,0
7875,"shirts",NA,NA,NA,0,0,46,94,0,0,20,38,0
7876,"usefulness",NA,NA,NA,0,0,11,77,0,0,5,39,0
7877,"sheep",NA,NA,NA,-0.245371598,-0.035944486,17,103,-0.16470052,-0.026637342,6,45,0
7878,"chapel",NA,NA,NA,0,0,10,73,0,0,2,27,0
7879,"factories",NA,NA,NA,0,0,5,55,0,0,3,30,0
7880,"daron",0,0,1,NA,NA,11,1121,NA,NA,17,207,NA
7881,"b1",NA,NA,NA,0.124369224,0.018218848,8,33,0,0,6,12,0
7882,"inheritance",NA,NA,NA,-0.08447601,-0.012374891,21,108,0,0,18,60,0
7883,"incorrectly",NA,NA,NA,0,0,24,84,0,0,12,53,0
7884,"trail",NA,NA,NA,0,0,33,82,0,0,26,57,0
7885,"spelling",NA,NA,NA,0,0,14,103,0,0,6,68,0
7886,"0",NA,NA,NA,0,0,22,96,0,0,4,25,0
7887,"latent",NA,NA,NA,0.255831825,0.037476804,16,60,0,0,11,18,0
7888,"ftc",NA,NA,NA,0,0,2,24,0,0,3,5,0
7889,"stimulate",NA,NA,NA,0,0,11,64,0,0,6,22,0
7890,"breast",NA,NA,NA,1.546361327,0.226526473,134,48,1.361358841,0.220175267,62,30,0.055058759
7891,"benefited",NA,NA,NA,0,0,14,92,0,0,16,48,0
7892,"ensuring",NA,NA,NA,0,0,9,57,0,0,5,36,0
7893,"plausibly",NA,NA,NA,0,0,23,62,0,0,10,24,0
7894,"xyz",NA,NA,NA,0,0,20,82,0,0,14,48,0
7895,"tracks",NA,NA,NA,-0.04275003,-0.006262452,16,113,0,0,14,73,0
7896,"lo",NA,NA,1,NA,NA,6,122,NA,NA,5,33,NA
7897,"centralized",NA,NA,NA,0,0,7,60,0,0,1,24,0
7898,"prevailing",NA,NA,NA,0,0,9,56,0,0,7,32,0
7899,"quarters",NA,NA,NA,0,0,8,68,0,0,0,40,0
7900,"coworkers",NA,NA,NA,0,0,40,68,0,0,15,33,0
7901,"exploitation",NA,NA,NA,0,0,10,89,0,0,5,46,0
7902,"cows",NA,NA,NA,0.045071759,0.006602562,32,55,0,0,14,31,0
7903,"tobin",NA,NA,NA,-0.453861679,-0.066486198,1,90,-0.018480219,-0.002988843,2,32,0
7904,"nz",NA,NA,NA,0,0,10,49,0,0,4,13,0
7905,"lower-ranked",NA,NA,NA,0,0,4,48,0,0,2,23,0
7906,"ecological",NA,NA,NA,0,0,6,58,0,0,5,21,0
7907,"zoning",NA,NA,NA,0,0,8,37,0,0,4,15,0
7908,"alternate",NA,NA,NA,0,0,21,67,0,0,13,33,0
7909,"ssd",NA,NA,NA,0,0,2,21,0,0,1,4,0
7910,"entrepreneur",NA,NA,NA,0,0,18,89,0,0,14,71,0
7911,"cum",NA,NA,NA,0.803966521,0.117773057,96,96,0.823868377,0.133245868,67,60,0
7912,"paper's",NA,NA,NA,0,0,14,71,0.126236007,0.0204164,14,44,0
7913,"0.2",NA,NA,NA,0,0,13,40,0,0,8,17,0
7914,"100,",NA,NA,NA,0,0,11,51,0,0,4,25,0
7915,"wishing",NA,NA,NA,0,0,39,100,0,0,25,44,0
7916,"decently",NA,NA,NA,0,0,36,77,0,0,15,40,0
7917,"deadly",NA,NA,NA,0,0,21,107,0,0,17,62,0
7918,"radically",NA,NA,NA,0,0,17,76,0,0,4,46,0
7919,"salad",NA,NA,NA,0,0,30,57,0,0,20,19,0
7920,"doctorate",NA,NA,NA,0.051449678,0.007536863,37,99,0,0,21,67,0
7921,"nerdy",NA,NA,NA,0,0,94,108,0,0,33,49,0
7922,"tinder",NA,NA,NA,1.016360519,0.148886654,301,110,0.786726138,0.12723878,106,34,0.07576084
7923,"approximate",NA,NA,NA,0,0,6,51,0,0,7,14,0
7924,"monash",NA,NA,NA,-0.095273361,-0.013956595,15,122,0,0,14,39,0
7925,"consumed",NA,NA,NA,0,0,25,74,0,0,13,47,0
7926,"rotten",NA,NA,NA,0,0,27,88,0,0,19,48,0
7927,"0,1",NA,NA,NA,0,0,2,20,0,0,3,8,0
7928,"comfortably",NA,NA,NA,0,0,30,53,0,0,9,26,0
7929,"gate",NA,NA,NA,0.148768486,0.021793096,21,71,0.244518869,0.039546522,16,43,0
7930,"bitcoins",NA,NA,NA,0,0,11,73,0,0,7,35,0
7931,"quotas",NA,NA,NA,0.492854849,0.072198307,40,56,0,0,8,32,0
7932,"skinny",NA,NA,NA,0.168875947,0.024738638,179,176,0,0,53,71,0
7933,"flew",NA,NA,NA,-0.0856601,-0.012548348,31,170,-0.315381021,-0.051007198,19,125,0
7934,"exhausted",NA,NA,NA,0,0,47,67,0,0,29,37,0
7935,"jose",0,0,1,NA,NA,5,278,NA,NA,4,40,NA
7936,"shiny",NA,NA,NA,-0.473913607,-0.069423605,13,101,0,0,8,49,0
7937,"steadily",NA,NA,NA,0,0,21,60,0,0,12,24,0
7938,"pushes",NA,NA,NA,0,0,21,108,0,0,19,78,0
7939,"enforced",NA,NA,NA,0,0,17,51,0,0,7,32,0
7940,"writings",NA,NA,NA,-0.285129112,-0.041768564,6,180,-0.785503255,-0.127041,3,157,0
7941,"graphics",NA,NA,NA,0,0,7,41,0,0,4,16,0
7942,"surge",NA,NA,NA,0,0,12,94,0,0,5,51,0
7943,"assert",NA,NA,NA,0,0,14,81,0,0,12,54,0
7944,"collapsed",NA,NA,NA,0,0,13,82,0,0,6,56,0
7945,"gossip",NA,NA,NA,0.566455278,0.082980034,71,104,0,0,22,58,0
7946,"incomprehensible",NA,NA,NA,0,0,9,76,0,0,7,56,0
7947,"perry",NA,NA,NA,0,0,39,149,0.316316775,0.05115854,32,59,0
7948,"0",NA,NA,NA,0,0,4,27,0,0,3,8,0
7949,"unskilled",NA,NA,NA,0,0,13,46,0,0,5,13,0
7950,"examining",NA,NA,NA,0,0,15,83,0,0,7,28,0
7951,"birds",NA,NA,NA,0,0,23,78,0,0,8,37,0
7952,"illusion",NA,NA,NA,0,0,14,107,0,0,6,52,0
7953,"awhile",NA,NA,NA,0,0,52,101,0,0,28,62,0
7954,"invade",NA,NA,NA,0,0,25,112,0,0,9,75,0
7955,"constitutes",NA,NA,NA,0,0,23,74,0,0,13,45,0
7956,"scottish",NA,NA,NA,-0.052705644,-0.00772085,22,118,0,0,10,51,0
7957,"healthier",NA,NA,NA,0,0,36,64,0,0,21,30,0
7958,"catastrophic",NA,NA,NA,0,0,8,69,0,0,6,39,0
7959,"reps",NA,NA,NA,0,0,13,68,0,0,7,35,0
7960,"tiger",NA,NA,NA,0.76728593,0.112399717,98,96,0.045556772,0.007367987,26,50,0
7961,"commuting",NA,NA,NA,0,0,17,45,0,0,6,22,0
7962,"creatures",NA,NA,NA,0,0,42,77,0,0,12,42,0
7963,"devastating",NA,NA,NA,0,0,23,89,0,0,14,58,0
