"index","word","female","i_pronoun","exclude","coef","ME","nFemale","nMale","coef_pronoun","ME_pronoun","nFemale_pronoun","nMale_pronoun","linear_coef"
2703,"prospects",NA,NA,NA,-0.160801882,-0.023555868,92,309,-0.037672543,-0.006092855,45,160,0
2704,"released",NA,NA,NA,0,0,106,402,0,0,66,275,0
2705,"naturally",NA,NA,NA,0,0,150,308,0,0,70,181,0
2706,"operations",NA,NA,NA,-0.141048096,-0.020662136,22,279,0,0,10,136,0
2707,"bottle",NA,NA,NA,0,0,292,251,-0.101978593,-0.0164932,80,156,0
2708,"weekend",NA,NA,NA,0.280524171,0.041093986,348,493,0.557030045,0.090089575,229,238,0.086125518
2709,"exogenous",NA,NA,NA,0.034986224,0.005125132,54,301,0,0,21,87,0
2710,"differential",NA,NA,NA,-0.067761488,-0.00992638,36,233,0,0,14,71,0
2711,"closely",NA,NA,NA,-0.149851933,-0.02195181,54,326,0,0,38,199,0
2712,"privilege",NA,NA,NA,-0.247228361,-0.036216483,147,441,0.114047591,0.018445143,69,205,0
2713,"criticism",NA,NA,NA,-0.190207178,-0.02786345,73,542,-0.054603321,-0.008831103,54,346,0
2714,"aid",NA,NA,NA,0,0,57,254,0,0,34,124,0
2715,"explicitly",NA,NA,NA,0.078096658,0.01144038,135,463,0,0,87,296,0
2716,"editorial",NA,NA,NA,0.097436879,0.014273529,58,398,0.15205218,0.024591701,42,229,0
2717,"wtf",NA,NA,NA,0,0,323,1051,-0.013961756,-0.002258062,192,468,0
2718,"july",NA,NA,NA,0,0,62,403,0.268543824,0.043432126,48,222,0
2719,"executive",NA,NA,NA,0,0,59,430,0,0,52,269,0
2720,"convinced",NA,NA,NA,-0.167947573,-0.02460264,129,500,-0.20292876,-0.032820071,85,348,0
2721,"improvement",NA,NA,NA,0,0,70,256,0.009143226,0.001478752,39,122,0
2722,"shoes",NA,NA,NA,-0.046770812,-0.006851456,212,406,-0.006476581,-0.00104747,91,188,0
2723,"aps",NA,NA,NA,0.181128764,0.026533553,108,404,0,0,40,188,0
2724,"rand",NA,NA,NA,-0.294809181,-0.043186597,38,478,0.151810644,0.024552637,37,151,0
2725,"discussions",NA,NA,NA,0,0,67,379,-0.14852459,-0.024021177,38,206,0
2726,"emotional",NA,NA,NA,0.063665914,0.00932642,267,272,0,0,147,169,0
2727,"falling",NA,NA,NA,0,0,108,409,0.029406171,0.004755918,67,204,0
2728,"floor",NA,NA,NA,-0.112172775,-0.01643219,150,356,0,0,111,221,0
2729,"merely",NA,NA,NA,0,0,68,380,0,0,39,257,0
2730,"input",NA,NA,NA,-0.141859803,-0.020781043,42,294,0,0,23,107,0
2731,"motivation",NA,NA,NA,-0.179232802,-0.026255813,73,323,-0.225486186,-0.036468328,37,181,-0.017204651
2732,"finished",NA,NA,NA,0.012966058,0.001899398,196,584,-0.039852292,-0.00644539,137,396,0
2733,"continuous",NA,NA,NA,-0.176837723,-0.025904958,49,384,-0.078590912,-0.012710664,20,158,0
2734,"flight",NA,NA,NA,0,0,122,355,0.27638307,0.044699982,88,215,0.008601199
2735,"decrease",NA,NA,NA,0,0,45,252,0,0,14,83,0
2736,"careers",NA,NA,NA,0.217262514,0.031826786,138,317,0.107476979,0.017382465,50,147,0
2737,"filled",NA,NA,NA,-0.025594693,-0.003749367,142,448,0,0,60,225,0
2738,"attacks",NA,NA,NA,0.127335194,0.018653333,88,422,-0.221006184,-0.035743769,39,279,0
2739,"manager",NA,NA,NA,-0.172878771,-0.025325011,81,409,-0.044430386,-0.007185815,65,250,0
2740,"abroad",NA,NA,NA,0.179486938,0.026293042,117,270,0,0,52,164,0
2741,"appreciated",NA,NA,NA,-0.211448992,-0.030975163,75,381,-0.18357202,-0.029689467,56,150,0
2742,"stated",NA,NA,NA,-0.057098805,-0.008364404,72,446,-0.381499632,-0.061700693,51,308,0
2743,"experts",NA,NA,NA,0.015507779,0.002271735,52,322,0,0,29,198,0
2744,"celebrate",NA,NA,NA,0.030317949,0.004441276,362,281,-0.019716806,-0.003188838,46,144,0
2745,"stochastic",NA,NA,NA,-0.722108424,-0.105781664,10,312,-0.007499218,-0.001212863,2,106,0
2746,"drunk",NA,NA,NA,0.119779162,0.01754645,462,613,0.039755655,0.006429761,238,315,0.015608124
2747,"wars",NA,NA,NA,0.053350648,0.007815336,78,438,0,0,38,238,0
2748,"hundred",NA,NA,NA,0,0,104,314,0.070712056,0.011436401,48,195,0
2749,"monday",NA,NA,NA,0,0,126,509,0,0,93,330,0
2750,"mankiw",0,0,1,NA,NA,6,2964,NA,NA,18,706,NA
2751,"agencies",NA,NA,NA,-0.125975913,-0.018454212,27,216,-0.397433158,-0.064277653,9,116,0
2752,"participation",NA,NA,NA,0.113531802,0.016631274,97,271,0,0,19,85,0
2753,"organizations",NA,NA,NA,0.337156437,0.049390047,49,260,0,0,24,147,0
2754,"acceptable",NA,NA,NA,0,0,124,316,0,0,54,163,0
2755,"primarily",NA,NA,NA,0.042174361,0.006178122,72,327,-0.150202107,-0.024292485,31,151,0
2756,"laugh",NA,NA,NA,0.039800866,0.005830429,246,641,0,0,126,361,0
2757,"leadership",NA,NA,NA,0,0,64,384,0,0,36,250,0
2758,"losers",NA,NA,NA,0.065669681,0.009619952,319,581,0.03211325,0.00519374,83,253,0
2759,"adviser",NA,NA,NA,-0.96104111,-0.140782913,78,712,-1.079305316,-0.174558191,66,591,-0.09342554
2760,"talked",NA,NA,NA,0.09314249,0.013644443,299,705,0,0,225,527,0
2761,"lucas",0,0,1,NA,NA,3,1853,NA,NA,13,431,NA
2762,"conventional",NA,NA,NA,0,0,36,297,0,0,16,136,0
2763,"hires",NA,NA,NA,0.13889377,0.020346548,73,421,0,0,32,206,0
2764,"who's",NA,NA,NA,-0.262670671,-0.038478627,225,894,-0.177698393,-0.028739514,130,501,-0.01647602
2765,"regret",NA,NA,NA,0.0674773,0.00988475,232,344,0.318110089,0.051448576,138,179,0.028922346
2766,"failing",NA,NA,NA,-0.15608001,-0.022864161,89,436,-0.077411948,-0.012519988,60,265,0
2767,"stem",NA,NA,NA,0.290337268,0.042531507,119,252,0.07915691,0.012802204,26,107,0
2768,"relations",NA,NA,NA,0.367966185,0.053903367,95,315,0.296182103,0.047902119,60,192,0
2769,"episode",NA,NA,NA,0,0,88,468,0,0,78,265,0
2770,"pattern",NA,NA,NA,0,0,84,310,0,0,41,122,0
2771,"impressive",NA,NA,NA,-0.127546595,-0.018684301,123,754,-0.211590365,-0.03422093,87,531,-0.003247131
2772,"miserable",NA,NA,NA,0.269253712,0.039442977,200,272,0.061139319,0.009888183,78,158,0
2773,"managers",NA,NA,NA,-0.139661082,-0.020458952,32,272,0,0,20,117,0
2774,"creative",NA,NA,NA,0,0,75,433,0,0,61,237,0
2775,"ball",NA,NA,NA,-0.362636923,-0.053122683,95,529,-0.449489026,-0.072696752,61,339,-0.01735915
2776,"offering",NA,NA,NA,0.108086826,0.015833639,102,352,0,0,61,199,0
2777,"clothes",NA,NA,NA,0.611494488,0.089577828,381,269,0.399473942,0.064607713,193,160,0.012331698
2778,"claimed",NA,NA,NA,0.028120196,0.004119328,116,578,0,0,94,457,0
2779,"accurate",NA,NA,NA,0.061923906,0.009071233,91,437,0.229959505,0.037191807,52,233,0
2780,"equation",NA,NA,NA,-0.60518173,-0.088653072,28,404,-0.279101633,-0.045139661,15,155,0
2781,"diverse",NA,NA,NA,-0.192814545,-0.028245403,62,239,0,0,28,98,0
2782,"politically",NA,NA,NA,-0.023916212,-0.003503486,65,414,-0.461608159,-0.074656804,24,246,0
2783,"rural",NA,NA,NA,0,0,81,227,0,0,32,89,0
2784,"promise",NA,NA,NA,0,0,121,351,-0.125635456,-0.020319272,67,213,0
2785,"losses",NA,NA,NA,0,0,27,233,0,0,15,102,0
2786,"lending",NA,NA,NA,0,0,14,154,0,0,7,63,0
2787,"bonus",NA,NA,NA,0.074444144,0.010905323,94,244,0,0,47,113,0
2788,"soviet",NA,NA,NA,-0.006472399,-0.000948142,27,310,-0.267700667,-0.04329576,9,217,0
2789,"anyways",NA,NA,NA,0,0,183,453,0,0,119,254,0
2790,"consensus",NA,NA,NA,-0.209530092,-0.030694063,35,407,0,0,22,157,0
2791,"ceo",NA,NA,NA,0.128621497,0.018841763,118,462,-0.058990012,-0.009540572,63,297,0
2792,"sun",NA,NA,NA,0,0,93,332,0,0,48,182,0
2793,"kong",NA,NA,NA,0,0,48,240,0,0,21,83,0
2794,"invited",NA,NA,NA,0,0,175,463,0,0,122,291,0
2795,"rice",NA,NA,NA,0.273495112,0.040064299,70,281,0.216658666,0.035040636,38,110,0
2796,"correctly",NA,NA,NA,0.097200908,0.014238961,74,409,0,0,52,255,0
2797,"manufacturing",NA,NA,NA,0.114069374,0.016710023,29,190,0,0,11,65,0
2798,"evolution",NA,NA,NA,-0.119182446,-0.017459037,55,346,-0.73339119,-0.118612813,15,152,0
2799,"processes",NA,NA,NA,0,0,25,225,0,0,11,96,0
2800,"partly",NA,NA,NA,0.147135441,0.021553871,75,283,0,0,43,156,0
2801,"unit",NA,NA,NA,0,0,34,241,0,0,25,106,0
2802,"restrictions",NA,NA,NA,-0.023131219,-0.003388492,40,223,0,0,26,96,0
2803,"hoping",NA,NA,NA,0.007081185,0.001037323,191,509,0,0,110,301,0
2804,"warwick",NA,NA,NA,0,0,34,234,-0.381002175,-0.061620238,9,92,0
2805,"image",NA,NA,NA,0.142677362,0.020900807,162,406,0.177224601,0.028662886,97,293,0
2806,"doctors",NA,NA,NA,0.152700562,0.022369106,126,296,0,0,71,144,0
2807,"functional",NA,NA,NA,-0.254500001,-0.037281705,37,325,0,0,23,103,0
2808,"brother",0,0,1,NA,NA,159,1569,NA,NA,123,517,NA
2809,"ensure",NA,NA,NA,0.575574514,0.084315911,86,243,0.149947711,0.024251341,47,148,0
2810,"feet",NA,NA,NA,0,0,181,404,0.172206702,0.027851332,113,257,0
2811,"loan",NA,NA,NA,0,0,52,223,0,0,28,106,0
2812,"coauthors",NA,NA,NA,0,0,70,450,0,0,45,320,0
2813,"remaining",NA,NA,NA,0,0,77,287,0,0,29,157,0
2814,"supporting",NA,NA,NA,0,0,111,441,0,0,64,284,0
2815,"excuse",NA,NA,NA,0.176311939,0.025827936,236,445,0.056704735,0.009170969,145,285,0
2816,"reforms",NA,NA,NA,0,0,21,242,0,0,14,116,0
2817,"replied",NA,NA,NA,-0.234835582,-0.034401065,125,369,-0.376938685,-0.060963042,112,318,0
2818,"request",NA,NA,NA,0.196228938,0.028745577,125,399,0,0,93,259,0
2819,"weapons",NA,NA,NA,0,0,33,286,0,0,17,192,0
2820,"discussing",NA,NA,NA,0,0,107,528,-0.165467207,-0.02676134,57,304,0
2821,"suicide",NA,NA,NA,0,0,150,473,0,0,82,297,0
2822,"destroy",NA,NA,NA,-0.207467526,-0.030391918,131,583,-0.342251383,-0.055352995,70,364,0
2823,"virtually",NA,NA,NA,-0.293140764,-0.042942191,67,322,0,0,35,172,0
2824,"participants",NA,NA,NA,0.445223938,0.065220855,61,181,0.342632811,0.055414684,24,68,0
2825,"stocks",NA,NA,NA,-0.073441002,-0.010758372,21,256,-0.051481463,-0.008326199,12,116,0
2826,"detailed",NA,NA,NA,-0.091601741,-0.013418739,50,359,0,0,28,182,0
2827,"classmates",NA,NA,NA,0.006601218,0.000967012,90,280,0.205545298,0.033243249,47,150,0
2828,"heckman",0,0,1,NA,NA,10,2382,NA,NA,15,552,NA
2829,"cute",NA,NA,NA,1.262243361,0.184906031,912,488,1.017675528,0.164590683,463,298,0.171960955
2830,"5,",NA,NA,NA,0,0,52,282,0.188087777,0.030419809,39,142,0
2831,"skin",NA,NA,NA,0.077444967,0.011344913,269,394,0.174968404,0.028297987,145,215,0.011432534
2832,"cruz",NA,NA,1,NA,NA,67,905,NA,NA,27,486,NA
2833,"flow",NA,NA,NA,-0.065596729,-0.009609265,37,266,0,0,28,113,0
2834,"restaurant",NA,NA,NA,-0.068324101,-0.010008798,167,378,-0.195715006,-0.031653376,104,226,0
2835,"mechanisms",NA,NA,NA,0,0,32,243,0.079361404,0.012835277,15,79,0
2836,"lets",NA,NA,NA,0,0,201,621,0,0,115,312,0
2837,"regulatory",NA,NA,NA,0,0,7,215,0,0,9,79,0
2838,"finds",NA,NA,NA,0,0,170,557,-0.035355344,-0.00571809,108,401,0
2839,"neighborhood",NA,NA,NA,0,0,99,280,-0.595509025,-0.096312856,31,175,-0.021510329
2840,"strategic",NA,NA,NA,0,0,28,262,0,0,19,131,0
2841,"evaluation",NA,NA,NA,-0.201737589,-0.02955254,33,310,0,0,23,127,0
2842,"mix",NA,NA,NA,0,0,111,322,0,0,53,152,0
2843,"reasonably",NA,NA,NA,0.06140953,0.008995882,117,288,0.141446237,0.022876381,65,175,0
2844,"youth",NA,NA,NA,-0.083947529,-0.012297474,120,304,-0.009673324,-0.001564486,64,167,0
2845,"seeking",NA,NA,NA,0,0,119,412,-0.221384,-0.035804874,51,235,0
2846,"sake",NA,NA,NA,0,0,142,400,0.021613705,0.003495627,93,214,0
2847,"evaluate",NA,NA,NA,0,0,50,322,0,0,22,159,0
2848,"committed",NA,NA,NA,0.229765836,0.033658398,170,385,0,0,110,268,0
2849,"scenario",NA,NA,NA,0,0,116,313,0,0,72,204,0
2850,"minister",NA,NA,NA,0,0,84,472,0,0,59,376,0
2851,"comparing",NA,NA,NA,0,0,78,408,0,0,31,166,0
2852,"notion",NA,NA,NA,0,0,72,307,0,0,28,182,0
2853,"universe",NA,NA,NA,-0.125908309,-0.018444308,65,340,0,0,29,203,0
2854,"steps",NA,NA,NA,0,0,96,322,-0.114328558,-0.018490585,60,205,0
2855,"partial",NA,NA,NA,-0.286013817,-0.041898164,24,261,0,0,15,101,0
2856,"guns",NA,NA,NA,0,0,82,386,-0.052872911,-0.008551241,30,206,0
2857,"schedule",NA,NA,NA,-0.122149117,-0.017893624,90,265,0,0,51,131,0
2858,"shares",NA,NA,NA,-0.735598063,-0.107757761,27,292,-0.622585335,-0.100691962,14,168,0
2859,"crowd",NA,NA,NA,-0.2140009,-0.031348992,101,463,-0.164382359,-0.026585885,53,265,0
2860,"mortality",NA,NA,NA,-0.292683336,-0.042875182,25,190,0,0,5,53,0
2861,"coauthor",NA,NA,NA,-0.161230706,-0.023618686,159,769,-0.181410693,-0.029339911,120,611,-0.010853709
2862,"murder",NA,NA,NA,0,0,107,381,-0.10932988,-0.017682138,54,259,0
2863,"postdoc",NA,NA,NA,0,0,75,315,0.009596261,0.001552022,52,166,0
2864,"labour",NA,NA,NA,0,0,39,266,0.153131586,0.024766275,17,128,0
2865,"grants",NA,NA,NA,-0.177959174,-0.02606924,30,243,0,0,17,132,0
2866,"smoking",NA,NA,NA,0.007301955,0.001069663,206,297,0,0,97,140,0
2867,"regulations",NA,NA,NA,0,0,37,242,0,0,22,124,0
2868,"independence",NA,NA,NA,-0.052836071,-0.007739956,49,283,-0.041446784,-0.006703271,23,153,0
2869,"mom",1,0,1,NA,NA,2431,574,NA,NA,623,344,NA
2870,"adults",NA,NA,NA,-0.009457891,-0.001385486,113,206,0,0,49,98,0
2871,"mixed",NA,NA,NA,0,0,94,357,0,0,57,169,0
2872,"econtalk",NA,NA,NA,0.428252137,0.062734656,46,170,0.126442594,0.020449812,17,79,0
2873,"confident",NA,NA,NA,0,0,187,380,0,0,106,228,0
2874,"communication",NA,NA,NA,0,0,83,264,0,0,58,143,0
2875,"classic",NA,NA,NA,-0.210516343,-0.030838539,93,634,0,0,63,300,0
2876,"construction",NA,NA,NA,-0.367053312,-0.05376964,37,254,0,0,16,114,0
2877,"0",NA,NA,NA,-0.022047173,-0.00322969,56,341,0,0,16,129,0
2878,"iran",NA,NA,NA,-0.197646078,-0.028953174,52,331,-0.073244645,-0.011846002,20,227,0
2879,"competing",NA,NA,NA,-0.028450756,-0.004167751,55,317,0,0,23,161,0
2880,"corruption",NA,NA,NA,0,0,68,371,0,0,39,219,0
2881,"indians",NA,NA,NA,0,0,128,330,0,0,36,143,0
2882,"suffering",NA,NA,NA,0,0,99,323,0,0,58,207,0
2883,"eg",NA,NA,NA,0,0,77,246,0,0,37,111,0
2884,"victims",NA,NA,NA,0,0,125,284,0,0,52,189,0
2885,"inference",NA,NA,NA,0,0,25,265,0,0,10,99,0
2886,"lies",NA,NA,NA,0.018875991,0.002765144,112,433,-0.023724374,-0.00383699,68,300,0
2887,"documents",NA,NA,NA,0,0,49,272,-0.030413519,-0.004918839,34,156,0
2888,"impacts",NA,NA,NA,0.418891929,0.061363479,57,251,0,0,15,60,0
2889,"guarantee",NA,NA,NA,0,0,101,289,0.489012575,0.079088974,68,127,0
2890,"subsidies",NA,NA,NA,0,0,18,191,0,0,8,72,0
2891,"uc",NA,NA,NA,-0.051264,-0.007509663,31,284,0,0,18,119,0
2892,"define",NA,NA,NA,0,0,78,326,-0.148496204,-0.024016586,33,164,0
2893,"mon",NA,NA,NA,0.424274485,0.06215197,16,119,0.392034942,0.063404589,14,79,0
2894,"promising",NA,NA,NA,-0.063608846,-0.00931806,61,351,0,0,50,217,0
2895,"damage",NA,NA,NA,0,0,94,403,-0.231518041,-0.037443872,64,257,0
2896,"hr",NA,NA,NA,0.370668967,0.054299297,131,248,0.104891677,0.016964339,44,113,0
2897,"purchase",NA,NA,NA,0,0,46,225,0,0,18,88,0
2898,"rock",NA,NA,NA,-0.014174993,-0.002076495,132,513,0,0,67,234,0
2899,"missed",NA,NA,NA,-0.066886447,-0.009798196,195,679,-0.195135113,-0.031559589,123,401,0
2900,"opening",NA,NA,NA,0,0,84,399,0,0,49,223,0
2901,"awkward",NA,NA,NA,0.149477916,0.02189702,347,408,0.300166163,0.048546469,227,264,0.038469229
2902,"vlrm",NA,NA,NA,-0.362911314,-0.053162879,60,499,-0.447868941,-0.072434733,25,190,0
2903,"loved",NA,NA,NA,0.22967281,0.03364477,344,514,0,0,230,342,0
2904,"diet",NA,NA,NA,-0.273853724,-0.040116832,96,290,0,0,53,131,0
2905,"payment",NA,NA,NA,0,0,42,209,0,0,27,96,0
2906,"everyday",NA,NA,NA,0.052018793,0.007620233,211,373,0.167331719,0.027062891,108,190,0
2907,"vary",NA,NA,NA,0.18481611,0.027073712,51,210,0,0,14,75,0
2908,"prepare",NA,NA,NA,-0.052377491,-0.007672779,115,310,0,0,47,156,0
2909,"passing",NA,NA,NA,-0.113472553,-0.016622594,91,397,0,0,61,244,0
2910,"fish",NA,NA,NA,-0.208508605,-0.030544426,92,323,-0.239298519,-0.038702224,55,163,0
2911,"mediocre",NA,NA,NA,-0.120235638,-0.017613319,105,457,0,0,60,268,0
2912,"dad",0,0,1,NA,NA,323,1581,NA,NA,204,660,NA
2913,"writes",NA,NA,NA,-0.400720129,-0.058701492,100,986,-0.439537461,-0.071087266,95,717,-0.031808478
2914,"disease",NA,NA,NA,0,0,103,283,0,0,64,155,0
2915,"isn",NA,NA,NA,0,0,67,274,0,0,49,186,0
2916,"trip",NA,NA,NA,0.119398648,0.017490708,179,369,0.132347842,0.021404879,116,226,0
2917,"april",NA,NA,NA,-0.432571738,-0.063367434,43,377,0,0,44,196,0
2918,"earned",NA,NA,NA,0,0,89,388,0,0,67,252,0
2919,"observe",NA,NA,NA,-0.079540391,-0.011651872,43,226,0,0,17,100,0
2920,"lawyers",NA,NA,NA,0.220591763,0.032314488,90,314,0,0,53,172,0
2921,"glad",NA,NA,NA,-0.186226627,-0.027280339,233,662,-0.035908941,-0.005807624,138,337,0
2922,"trained",NA,NA,NA,0,0,86,370,0,0,44,220,0
2923,"fan",NA,NA,NA,-0.267288745,-0.039155129,167,929,-0.416646128,-0.067385005,96,556,-0.035997334
2924,"ideal",NA,NA,NA,0.094564733,0.013852788,152,319,0,0,65,149,0
2925,"ignored",NA,NA,NA,-0.147548454,-0.021614373,92,362,-0.475632867,-0.076925047,48,248,-0.001189863
2926,"dominant",NA,NA,NA,0,0,74,316,0,0,35,138,0
2927,"incomes",NA,NA,NA,-0.094786555,-0.013885283,25,221,0,0,9,78,0
2928,"reached",NA,NA,NA,0,0,87,369,0,0,58,246,0
2929,"britain",NA,NA,NA,0,0,67,284,0,0,30,160,0
2930,"award",NA,NA,NA,-0.207346873,-0.030374244,70,621,-0.215474135,-0.03484906,47,405,0
2931,"disaster",NA,NA,NA,0,0,85,380,-0.073197674,-0.011838405,39,226,0
2932,"houses",NA,NA,NA,0,0,81,261,0,0,38,136,0
2933,"follows",NA,NA,NA,-0.071911085,-0.010534255,63,384,-0.128926021,-0.020851461,33,212,0
2934,"arguing",NA,NA,NA,-0.165893735,-0.024301773,76,498,-0.226046629,-0.03655897,52,298,0
2935,"spirit",NA,NA,NA,-0.529491202,-0.077565167,53,339,-0.581931892,-0.094117,28,214,0
2936,"cancer",NA,NA,NA,0.293220433,0.042953862,171,332,0.048800898,0.007892666,87,199,0.001930845
2937,"saved",NA,NA,NA,0,0,105,428,0,0,66,266,0
2938,"continues",NA,NA,NA,0,0,84,360,0,0,55,242,0
2939,"abuse",NA,NA,NA,-0.015720391,-0.00230288,149,334,0,0,79,203,0
2940,"plays",NA,NA,NA,-0.255218588,-0.037386971,95,501,-0.377331148,-0.061026515,57,336,-0.006922157
2941,"proposed",NA,NA,NA,0.405836145,0.059450937,84,396,0.140254025,0.022683562,59,228,0
2942,"bubble",NA,NA,NA,-0.606560642,-0.088855069,26,365,0,0,23,172,0
2943,"guilty",NA,NA,NA,0.079282527,0.011614098,167,432,0,0,116,294,0
2944,"broken",NA,NA,NA,0,0,173,406,0.261658928,0.042318618,101,253,0
2945,"treasury",NA,NA,NA,0,0,19,234,0,0,14,120,0
2946,"choosing",NA,NA,NA,0,0,95,309,0.064406491,0.01041659,52,158,0
2947,"girlfriend",1,0,1,NA,NA,2057,467,NA,NA,635,368,NA
2948,"named",NA,NA,NA,-0.053873105,-0.007891871,132,708,0,0,94,422,0
2949,"hide",NA,NA,NA,0,0,138,398,0,0,89,229,0
2950,"clients",NA,NA,NA,0,0,54,216,0,0,29,121,0
2951,"el",NA,NA,NA,0,0,63,339,0.134281166,0.02171756,48,177,0
2952,"fancy",NA,NA,NA,0,0,128,370,0,0,66,178,0
2953,"investigation",NA,NA,NA,0.294994547,0.043213752,69,278,0,0,54,202,0
2954,"florida",NA,NA,NA,0,0,85,366,0,0,48,186,0
2955,"vice",NA,NA,NA,0,0,84,340,0.330388742,0.053434427,57,191,0
2956,"reduces",NA,NA,NA,0,0,37,234,-0.179403874,-0.029015345,12,81,0
2957,"periods",NA,NA,NA,0.606213355,0.088804195,54,215,0.26043545,0.042120742,23,80,0
2958,"animal",NA,NA,NA,-0.175297696,-0.02567936,85,324,-0.003159509,-0.000510994,44,183,0
2959,"margin",NA,NA,NA,0.19422282,0.028451701,58,267,0.024255959,0.003922964,27,123,0
2960,"ride",NA,NA,NA,-0.099293923,-0.014545567,159,365,-0.108163644,-0.017493521,87,204,0
2961,"producing",NA,NA,NA,0.123303502,0.01806273,52,310,0,0,26,169,0
2962,"initially",NA,NA,NA,0,0,77,360,0.189281627,0.030612893,59,214,0
2963,"shooting",NA,NA,NA,-0.582680635,-0.085356887,58,458,0,0,39,293,0
2964,"links",NA,NA,NA,-0.120809454,-0.017697377,52,503,-0.136797652,-0.022124556,37,226,0
2965,"succeed",NA,NA,NA,-0.299459835,-0.043867872,67,324,-0.170595797,-0.027590797,36,187,0
2966,"scene",NA,NA,NA,-0.127112323,-0.018620684,169,464,-0.154412315,-0.02497341,100,294,0
2967,"ie",NA,NA,NA,0.329396463,0.048253288,77,250,0,0,38,119,0
2968,"conduct",NA,NA,NA,0,0,57,284,0,0,37,154,0
2969,"laid",NA,NA,NA,0.164330506,0.024072776,346,468,-0.042346775,-0.006848828,116,256,0
2970,"adult",NA,NA,NA,0,0,189,355,0,0,103,165,0
2971,"scientist",NA,NA,NA,0,0,81,552,0,0,47,360,0
2972,"volume",NA,NA,NA,-0.194946809,-0.028557758,32,301,0,0,21,138,0
2973,"monkeys",NA,NA,NA,-0.136802969,-0.020040267,52,499,0,0,31,190,0
2974,"partners",NA,NA,NA,0.331749417,0.048597972,297,245,0.294682374,0.047659565,103,132,0
2975,"lying",NA,NA,NA,0.222288467,0.032563038,202,468,0,0,116,357,0
2976,"clock",NA,NA,NA,0,0,122,334,0,0,71,203,0
2977,"laptop",NA,NA,NA,-0.054194932,-0.007939016,76,295,-0.017384901,-0.002811695,44,145,0
2978,"demands",NA,NA,NA,0.116041319,0.016998893,66,208,0.010417554,0.001684852,43,137,0
2979,"absence",NA,NA,NA,0,0,57,255,0,0,33,129,0
2980,"broke",NA,NA,NA,0.713131711,0.104466665,434,419,0.295562031,0.047801834,270,347,0.035745405
2981,"lab",NA,NA,NA,0,0,60,314,0,0,35,180,0
2982,"wise",NA,NA,NA,-0.432820532,-0.06340388,95,503,-0.00067722,-0.000109528,55,246,0
2983,"task",NA,NA,NA,0,0,49,279,0,0,31,161,0
2984,"appeal",NA,NA,NA,0,0,84,380,0,0,59,259,0
2985,"library",NA,NA,NA,-0.024476324,-0.003585537,88,300,-0.074133094,-0.011989692,42,149,0
2986,"liberals",NA,NA,NA,-0.015535123,-0.00227574,79,460,-0.244980857,-0.03962124,26,246,0
2987,"minorities",NA,NA,NA,1.008120915,0.147679634,216,253,0,0,38,147,0
2988,"listed",NA,NA,NA,-0.007520559,-0.001101687,80,543,-0.25680102,-0.041532939,56,337,0
2989,"votes",NA,NA,NA,0.121049973,0.017732611,93,427,0.002525816,0.000408505,50,292,0
2990,"broader",NA,NA,NA,0.192918429,0.028260621,44,271,0.206641185,0.033420489,28,142,0
2991,"grew",NA,NA,NA,0.050977611,0.00746771,181,429,0.134006895,0.021673201,98,224,0
2992,"granted",NA,NA,NA,0.120022353,0.017582075,87,329,0,0,50,217,0
2993,"traffic",NA,NA,NA,0,0,59,273,0,0,38,146,0
2994,"intended",NA,NA,NA,-0.272505795,-0.039919374,73,354,0,0,54,201,0
2995,"moves",NA,NA,NA,0,0,106,361,0,0,76,238,0
2996,"amounts",NA,NA,NA,0.268086625,0.03927201,72,263,0,0,28,149,0
2997,"declined",NA,NA,NA,0,0,67,335,-0.221550049,-0.035831729,38,196,0
2998,"shoot",NA,NA,NA,-0.253873755,-0.037189967,128,494,-0.233372783,-0.037743843,91,327,0
2999,"staying",NA,NA,NA,-0.207440459,-0.030387953,168,406,0,0,105,250,0
3000,"differently",NA,NA,NA,0,0,106,293,-0.308599823,-0.049910462,51,170,0
3001,"reasoning",NA,NA,NA,0,0,56,348,0,0,33,202,0
3002,"heterodox",NA,NA,NA,-0.443382624,-0.064951121,30,541,0,0,23,226,0
3003,"noise",NA,NA,NA,-0.05072154,-0.007430198,56,253,0,0,30,127,0
3004,"excel",NA,NA,NA,-0.687118896,-0.100656048,51,389,-0.377513852,-0.061056065,24,155,0
3005,"promotion",NA,NA,NA,0,0,73,262,0,0,40,159,0
3006,"era",NA,NA,NA,-0.009928257,-0.00145439,52,392,0,0,27,221,0
3007,"regions",NA,NA,NA,0,0,27,164,0,0,9,50,0
3008,"implement",NA,NA,NA,-0.090328866,-0.013232276,31,297,0,0,20,144,0
3009,"improving",NA,NA,NA,0,0,56,276,0,0,27,122,0
3010,"taxation",NA,NA,NA,0,0,15,285,0,0,10,128,0
3011,"properties",NA,NA,NA,0,0,24,239,0,0,10,103,0
3012,"transfers",NA,NA,NA,0,0,23,183,0,0,5,68,0
3013,"stability",NA,NA,NA,-0.073513692,-0.010769021,54,231,0,0,29,102,0
3014,"counts",NA,NA,NA,-0.155829748,-0.0228275,68,321,0,0,51,183,0
3015,"soccer",NA,NA,NA,0.483060725,0.070763566,175,416,0,0,37,196,0
3016,"dataset",NA,NA,NA,-0.038218247,-0.005598591,34,266,-0.004263873,-0.000689605,11,103,0
