,PID_79,HHID_79,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_HS,AFQT,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1978,real_earnings_1979,real_earnings_1980,real_earnings_1981,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1978,weeks_worked_1979,weeks_worked_1980,weeks_worked_1981,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79,college,earnings_in_2000
7813,7814,7814,7,62,1.0,1.0,0.0,1.0,0,0,1,1.0,29.320999,10.0,522.0,13.0,13.0,3.0,3.0,6066.7729,21325.035,22493.641,19190.848,27115.771,12260.177,27283.234,4053.0854,15916.496000000001,8637.7813,21197.327999999998,35170.324,38372.516,0.0,0.0,0.0,74402.313,47551.152,41883.504,80031.844,0.0,0.0,50480.309,38623.305,63011.039000000004,17.0,52.0,50.0,52.0,39.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,30.0,52.0,52.0,52.0,52.0,49.0,52.0,0.0,0.0,1.0,0.0,0,42366.625
7955,7956,7956,3,61,1.0,1.0,0.0,0.0,1,1,0,1.0,64.197998,8.0,552.0,12.0,12.0,3.0,3.0,5016.626,8409.873,10585.243,11994.278999999999,6778.9429,13135.903,29894.029,6464.6714,39791.242,40309.648,42394.655999999995,38687.355,48382.738,47069.355,60614.285,48289.219000000005,45786.035,57061.383,57589.82,76338.07,35552.609,78156.273,73617.117,66066.18,58164.035,35.0,52.0,52.0,37.0,40.0,52.0,52.0,52.0,52.0,52.0,46.0,25.0,52.0,29.0,50.0,52.0,52.0,47.0,52.0,52.0,5.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,1.0,0,56635.4705
8043,8044,8044,12,61,1.0,1.0,0.0,0.0,0,0,1,1.0,32.407001,6.0,357.0,14.0,14.0,12.0,9.0,2892.9209,750.88153,3969.4661,7676.3389,2259.6477,0.0,0.0,0.0,0.0,0.0,119.81098999999999,0.0,0.0,0.0,0.0,1509.0381,8584.8818,13042.601999999999,16706.283,19207.643,21331.564,22330.362999999998,26291.826,813.12219,2229.6213,29.0,13.0,52.0,37.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,46.0,52.0,52.0,52.0,52.0,52.0,52.0,15.0,52.0,0.0,0.0,0.0,1.0,0,17572.023
8046,8047,8047,1,61,1.0,1.0,0.0,1.0,0,0,1,1.0,18.018998999999997,12.0,435.0,13.0,13.0,12.0,12.0,2341.092,19823.273,18524.174,20390.275,15410.796999999999,13135.903,2098.7102,14591.107,15120.671999999999,23993.838,12902.722,25322.632999999998,25025.555,17610.984,26421.611,18108.457,18600.578,15003.068000000001,19632.893,20931.406000000003,22516.652000000002,26238.178,23136.808999999997,23377.264,25204.416,9.0,52.0,34.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0,50.0,50.0,44.0,52.0,52.0,45.0,52.0,52.0,52.0,42.0,52.0,52.0,49.0,52.0,0.0,0.0,0.0,1.0,0,19521.00475
8242,8243,8242,4,61,1.0,1.0,0.0,1.0,0,1,0,1.0,51.192001,5.0,496.0,12.0,12.0,12.0,10.0,300.99756,18021.156000000003,18524.174,19190.848,22596.477000000003,33934.418,33579.363,30398.141,29843.43,24953.592,29491.936,28136.257999999998,28362.295,28817.972999999998,37301.098,36216.914,25754.646,32606.504,43192.363,73875.547,24886.826,0.0,5889.3691,0.0,43623.027,52.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,44.0,52.0,52.0,52.0,52.0,42.0,0.0,6.0,0.0,52.0,0.0,0.0,0.0,1.0,0,43640.31
8413,8414,8414,1,61,1.0,1.0,0.0,1.0,0,0,1,1.0,70.043999,9.0,362.0,18.0,17.0,12.0,12.0,451.49630999999994,10512.341999999999,4234.0972,2638.7415,4519.2954,15325.221000000001,21102.531000000003,22291.971,23874.744,23034.084,26542.742000000002,15123.238000000001,25025.555,15369.586000000001,0.0,875.2420699999999,0.0,3260.6504,3795.6926,3693.7776,4266.313,5359.2871,7361.7114,17278.848,20357.412,6.0,25.0,33.0,11.0,30.0,29.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,34.0,14.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,1,3754.1084
8433,8434,8434,1,61,1.0,1.0,0.0,1.0,0,0,1,1.0,49.053001,8.0,467.0,12.0,12.0,12.0,12.0,1337.7668,2168.5459,5292.6216,19190.848,13557.886,18335.531000000003,19450.848,8106.1709,29843.43,11517.042,9216.2295,10551.097,20020.443,4802.9956,6366.0542,9054.2285,28616.272999999997,27172.088,32721.487999999998,36937.773,48588.566,44660.727,53635.328,48787.332,46531.227,22.0,5.0,51.0,52.0,37.0,52.0,52.0,16.0,46.0,9.0,52.0,18.0,22.0,30.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0,52.0,0.0,0.0,1.0,0.0,0,36354.97875
8651,8652,8652,4,61,1.0,1.0,0.0,1.0,0,0,1,1.0,33.709998999999996,12.0,473.0,12.0,12.0,12.0,12.0,0.0,0.0,7145.0391,24552.289,22596.477000000003,22473.342,21826.588,24318.514,24073.701,26185.916,27648.689,31653.291,30030.666,32019.971,31084.248,28671.722999999998,30047.086,32606.504,32721.487999999998,41862.812999999995,43848.219000000005,44660.727,45221.941,52852.945,63011.039000000004,0.0,0.0,35.0,51.0,41.0,37.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,49.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,37759.756
8696,8697,8697,4,61,1.0,1.0,0.0,1.0,0,0,1,1.0,16.993999,10.0,563.0,16.0,16.0,5.0,6.0,1993.2726,1501.7631,8732.8252,5757.2539,5649.1191,1313.5903,0.0,20265.428,33822.555,34551.125,31335.182,33411.805,41709.258,34421.469,38855.309,40744.027,21462.205,51626.965,51045.523,67719.258,106657.83,68107.609,62048.710999999996,76230.211,83368.453,9.0,13.0,39.0,37.0,37.0,45.0,15.0,41.0,51.0,52.0,47.0,42.0,52.0,52.0,52.0,52.0,44.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,1,69262.394
8811,8812,8811,1,61,1.0,1.0,0.0,1.0,0,1,0,0.0,1.712,10.0,332.0,10.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0
8870,8871,8871,3,61,1.0,0.0,1.0,1.0,1,1,0,1.0,26.747,12.0,376.0,12.0,12.0,2.0,2.0,1672.2086,16519.395,16671.758,25187.986,15817.533000000001,3283.9758,3567.8076,20873.391,25864.307,29752.359,27648.689,28136.257999999998,30030.666,28817.972999999998,26421.611,33198.836,35770.34,38040.922,36648.066,34475.258,47403.477,30145.99,32601.865,0.0,31020.818,15.0,32.0,34.0,52.0,33.0,10.0,41.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,21.0,52.0,52.0,0.0,52.0,0.0,0.0,1.0,0.0,0,39141.93075
9107,9108,9108,1,61,1.0,1.0,0.0,1.0,0,0,1,0.0,5.0279999,12.0,364.0,10.0,10.0,5.0,8.0,0.0,18621.861,661.5777,1199.428,0.0,437.86346,0.0,0.0,0.0,1028.8558,0.0,8792.5811,5005.1108,9605.9912,15127.149,15090.381000000001,14021.973999999998,16439.113,13088.596000000001,13051.348,12864.118999999999,10876.003999999999,0.0,7114.8193,0.0,0.0,24.0,5.0,12.0,0.0,10.0,0.0,0.0,0.0,3.0,4.0,30.0,18.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,48.0,52.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,0,13860.794
9114,9115,9115,6,61,1.0,1.0,0.0,1.0,0,0,1,1.0,53.75,6.0,606.0,12.0,12.0,1.0,10.0,919.7147199999999,0.0,0.0,1679.1991,9038.5908,17514.539,12592.261999999999,16390.678,21885.182,20899.592,16589.213,31400.064,25025.555,16009.985,17096.336,37725.953,64386.613,65814.867,68060.695,71413.031,82956.086,101603.16,84133.844,81312.219,164798.09,6.0,0.0,0.0,9.0,32.0,52.0,44.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,45.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,72061.16975
9276,9277,9276,11,62,1.0,0.0,1.0,1.0,0,1,0,0.0,4.559,11.0,386.0,10.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16705.902,15015.333,14408.986,0.0,0.0,0.0,0.0,0.0,25856.443,33182.434,2233.0364,19687.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,52.0,52.0,20.0,0.0,0.0,0.0,22.0,52.0,52.0,11.0,52.0,15.0,0.0,1.0,0.0,0.0,0.0,0,14759.71925
9368,9369,9369,1,61,1.0,0.0,1.0,1.0,1,0,1,0.0,6.112,6.0,519.0,10.0,10.0,7.0,9.0,3277.5288,300.35263,6351.1455,19291.6,13673.128,9195.1328,16789.682,23183.647999999997,9947.8105,7678.0283,12902.722,15826.646,6673.4814,0.0,0.0,13581.343,12877.323,11451.676000000001,39265.785,28318.961,0.0,0.0,0.0,0.0,0.0,9.0,18.0,16.0,52.0,52.0,52.0,51.0,52.0,52.0,52.0,48.0,52.0,42.0,8.0,0.0,25.0,0.0,52.0,50.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,19759.1055
9871,9872,9871,8,61,1.0,0.0,1.0,1.0,0,0,1,1.0,30.416999999999998,9.0,543.0,14.0,14.0,10.0,12.0,5016.626,2222.6094,15877.864,4080.4539,22596.477000000003,25615.012000000002,27283.234,31614.066000000003,31992.158,35510.879,33178.426,39214.91,40040.887,44827.957,45072.16,43762.105,45786.035,47551.152,28794.91,73875.547,62809.609000000004,58058.945,58893.691,79279.414,77552.047,48.0,20.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,1.0,0,53257.8045
9997,9998,9997,3,61,1.0,1.0,0.0,1.0,1,0,1,0.0,2.0469999,10.0,425.0,11.0,11.0,6.0,4.0,2759.1443,0.0,0.0,4797.7119,28245.596,17514.539,21826.588,34451.227,3979.1240000000003,23034.084,39445.465,43962.902,25025.555,24014.979,15542.124,9054.2285,12877.323,27172.088,31412.629,45556.59,40292.957,44660.727,39963.578,36590.5,48470.030999999995,10.0,0.0,0.0,18.0,50.0,44.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,16.0,52.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,1.0,0,36108.566
10370,10371,10370,3,61,1.0,1.0,0.0,1.0,0,1,0,0.0,10.146,12.0,412.0,12.0,12.0,11.0,6.0,1672.2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0
10454,10455,10454,2,61,1.0,1.0,0.0,1.0,1,0,1,1.0,7.111000099999999,13.0,574.0,13.0,13.0,16.0,16.0,0.0,0.0,2963.8679,2398.856,17354.093999999997,21893.172000000002,20987.104,22291.971,25864.307,0.0,11059.476,19343.678,16683.703,14408.986,17096.336,15090.381000000001,22893.017999999996,17661.857,19632.893,19700.146,37922.781,30145.99,28395.174,29475.68,24235.016,0.0,0.0,18.0,10.0,52.0,52.0,52.0,52.0,52.0,26.0,33.0,52.0,52.0,43.0,52.0,52.0,52.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,23729.41925
11912,11913,11913,4,61,1.0,0.0,0.0,1.0,1,0,0,0.0,41.57,10.0,366.0,12.0,12.0,12.0,12.0,4304.2651,9010.5781,11815.777,9595.4238,24856.125,2846.1125,0.0,0.0,19895.621,32316.82,46081.148,31653.291,33701.082,29932.267999999996,34192.672,36971.434,46873.457,49453.199,59212.805,64641.105,64459.25,65093.008,60135.719000000005,75642.727,80369.125,16.0,34.0,31.0,52.0,52.0,2.0,0.0,0.0,34.0,52.0,49.0,27.0,25.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,1.0,0.0,0.0,0.0,0,59441.58975
11936,11937,11936,3,61,1.0,1.0,0.0,1.0,1,0,1,1.0,12.877,10.0,507.0,17.0,16.0,12.0,12.0,2782.5552,3138.6848,1323.1554,4797.7119,2485.6125,21893.172000000002,25184.522999999997,34451.227,45759.926,40309.648,36864.918,29894.772999999997,11678.591999999999,17610.984,31084.248,60361.523,42924.41,31247.9,36648.066,46787.848,53328.914000000004,48010.280999999995,48376.960999999996,50820.137,58164.035,27.0,47.0,20.0,0.0,6.0,52.0,52.0,52.0,52.0,52.0,33.0,0.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,43.0,52.0,0.0,0.0,1.0,0.0,1,42003.182
11992,11993,11993,2,62,1.0,0.0,1.0,1.0,0,0,1,0.0,36.867001,11.0,574.0,10.0,10.0,12.0,9.0,1003.3251,4460.2363,3969.4661,0.0,1807.7181,10946.586000000001,11536.61,10132.714,27853.869,26873.097999999998,23160.387000000002,29894.772999999997,33367.406,28260.826,26085.9,18862.977,19928.373,0.0,22905.042999999998,49250.367,65179.780999999995,44660.727,27343.5,37098.699,36837.223,0.0,0.0,10.0,0.0,8.0,52.0,10.0,52.0,42.0,52.0,42.0,48.0,39.0,38.0,50.0,48.0,48.0,0.0,36.0,52.0,52.0,52.0,52.0,52.0,52.0,1.0,0.0,0.0,0.0,0,34333.79775
12038,12039,12039,2,61,1.0,1.0,0.0,1.0,1,0,0,1.0,65.528,13.0,647.0,12.0,12.0,8.0,9.0,10367.693000000001,9010.5781,27193.487999999998,24672.232000000004,33894.715,30589.141,13641.617,10339.421,0.0,0.0,20275.705,23915.82,20020.443,31779.82,30851.115,31689.799,36452.84,28530.691000000003,50391.094000000005,20685.154,3555.261,24563.4,68358.75,1826.4757,46531.227,52.0,52.0,51.0,35.0,48.0,52.0,52.0,48.0,52.0,27.0,35.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,11.0,52.0,52.0,52.0,2.0,52.0,0.0,0.0,1.0,0.0,0,25790.55
12097,12098,12098,2,61,1.0,1.0,0.0,1.0,0,1,0,1.0,82.76299999999999,6.0,510.0,14.0,14.0,12.0,12.0,13364.291000000001,4505.2891,7277.3545,13193.707,19432.971,47913.207,48270.335999999996,49650.297,47749.488,47987.676,33178.426,26377.742000000002,28719.326,31219.471,39756.754,27138.541,34339.527,51626.965,36648.066,38169.035,78215.742,59175.465,21033.461,50820.137,22296.213,42.0,40.0,41.0,48.0,49.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,48.0,52.0,52.0,52.0,52.0,49.0,41.0,34.0,52.0,52.0,0.0,0.0,0.0,1.0,0,51164.952
12134,12135,12134,8,61,1.0,1.0,0.0,1.0,0,0,0,0.0,10.769,9.0,371.0,10.0,10.0,10.0,10.0,240.79802999999998,3003.5261,7938.9321,9595.4238,11298.238000000001,13135.903,16789.682,0.0,17906.058999999997,19195.07,25805.443,24619.227000000003,25025.555,24014.979,21758.972999999998,22635.57,21462.205,20379.064,22250.611,25856.443,26071.912,24563.4,24188.48,23377.264,27143.217,14.0,16.0,31.0,50.0,52.0,52.0,46.0,3.0,47.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,45.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,23639.5075
12155,12156,12156,2,61,1.0,0.0,0.0,1.0,1,0,1,1.0,37.084,13.0,394.0,16.0,16.0,12.0,11.0,3009.9753,4505.2891,10585.243,9115.6523,0.0,10946.586000000001,6296.1309,30398.141,31832.992000000002,42229.155999999995,31335.182,40445.871,36704.148,56034.949,42740.84,52816.332,77263.938,111405.55,0.0,290577.16,315153.72,0.0,0.0,128066.75,333309.0,52.0,52.0,46.0,21.0,48.0,49.0,21.0,48.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,1,179284.10749999998
12178,12179,12179,2,61,1.0,1.0,0.0,0.0,1,1,0,1.0,60.411999,6.0,571.0,16.0,15.0,8.0,6.0,0.0,10512.341999999999,14025.446000000002,17511.648,18077.182,19703.855,23085.813,23305.242000000002,28848.65,38390.141,43316.280999999995,44842.16,55056.219000000005,43226.960999999996,45072.16,22635.57,8584.8818,27172.088,34030.348,32012.737999999998,40292.957,36845.102,53635.328,39639.707,54286.434,0.0,22.0,52.0,50.0,52.0,52.0,52.0,52.0,43.0,52.0,52.0,52.0,52.0,52.0,52.0,32.0,19.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,47.0,1.0,0.0,0.0,0.0,1,33377.03275
12187,12188,12188,2,61,1.0,1.0,0.0,1.0,0,0,1,1.0,13.859000000000002,8.0,500.0,12.0,12.0,14.0,12.0,11571.684,25830.324,7938.9321,25187.986,15817.533000000001,13573.767,7064.2588,0.0,23874.744,6718.2744,11059.476,17585.162,13346.963,22413.979,21758.972999999998,9054.2285,11446.508999999998,19020.461,19632.893,23393.924,15406.131000000001,16747.773,21033.461,14229.639,18418.611,52.0,52.0,14.0,43.0,38.0,52.0,22.0,0.0,41.0,45.0,46.0,47.0,41.0,52.0,52.0,24.0,49.0,52.0,52.0,52.0,30.0,44.0,46.0,52.0,52.0,1.0,0.0,0.0,0.0,0,19363.35225
12302,12303,12303,7,62,1.0,1.0,0.0,1.0,0,0,1,1.0,20.629,8.0,474.0,12.0,12.0,7.0,7.0,0.0,0.0,0.0,2247.728,10168.414,8746.3223,12802.133,14185.798999999999,19895.621,17275.563000000002,16589.213,24619.227000000003,25025.555,16009.985,18650.549,19617.494,18600.578,28530.691000000003,26177.191000000003,25856.443,28442.088,35728.582,32601.865,33541.293,32959.621,0.0,0.0,0.0,13.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,1.0,0.0,0,27251.603250000004
